customer_id,company_name,signup_date,plan_tier,contract_type,mrr,tenure_months,active_users,login_frequency_30d,login_decay_rate,feature_adoption_score,support_tickets_90d,avg_ticket_res_hrs,payment_failures_12m,nps_score,churn_status
CUST-11101,Vertex Flow,2022-07-03,Enterprise,Annual,877.2,48,72,1386,0.219,67.8,5,40.7,0,3,0
CUST-11102,Cyber Tech,2025-06-01,Enterprise,Annual,1123.08,13,36,1319,-0.166,77.6,3,54.5,0,6,0
CUST-11103,Cyber Analytics,2026-05-02,Enterprise,Multi-Year,1159.5,2,25,647,-0.31,83.8,3,19.0,3,5,0
CUST-11104,Cloud Global,2026-01-30,Enterprise,Annual,688.14,5,61,1889,-0.293,50.1,4,22.9,1,6,0
CUST-11105,Omni Solutions,2026-05-02,Basic,Monthly,48.84,2,5,70,-0.343,64.8,2,34.8,1,7,1
CUST-11106,Hyper Tech,2022-07-03,Basic,Monthly,57.25,48,3,76,-0.49,71.2,3,20.4,1,3,1
CUST-11107,Vanguard Digital,2025-08-31,Pro,Annual,193.43,10,8,155,-0.238,66.4,8,9.1,0,4,0
CUST-11108,Omni Networks,2022-07-03,Pro,Annual,220.76,48,8,218,-0.079,18.6,5,12.7,1,5,0
CUST-11109,Strata Analytics,2022-07-03,Basic,Monthly,51.58,48,1,34,-0.16,57.3,4,10.1,0,7,0
CUST-11110,Cyber Systems,2024-07-02,Pro,Annual,209.2,24,6,127,-0.073,58.7,6,27.0,2,7,1
CUST-11111,Strata Solutions,2026-05-02,Basic,Monthly,47.01,2,4,116,-0.255,73.2,1,28.1,0,5,0
CUST-11112,Strata Labs,2026-03-02,Basic,Monthly,40.06,4,3,43,-0.224,76.4,4,10.1,0,5,0
CUST-11113,Titan Analytics,2024-12-31,Pro,Annual,165.52,18,7,242,-0.315,77.3,1,16.8,0,7,0
CUST-11114,Cyber Networks,2025-05-02,Pro,Monthly,220.17,14,12,430,-0.713,55.7,2,1.9,0,7,1
CUST-11115,Nexus Tech,2024-07-02,Pro,Monthly,199.58,24,9,180,-0.158,45.1,0,3.4,0,3,0
CUST-11116,Aero Solutions,2025-03-02,Basic,Monthly,47.98,16,4,76,-0.187,69.4,4,11.7,0,3,0
CUST-11117,Nova Stack,2022-07-03,Enterprise,Annual,935.48,48,59,1406,-0.305,70.8,3,6.6,0,5,0
CUST-11118,Cloud Labs,2024-10-31,Basic,Annual,46.76,20,1,36,0.409,100.0,2,36.3,0,6,0
CUST-11119,Quantum Dynamics,2024-01-01,Basic,Monthly,56.69,30,1,19,-0.009,46.0,4,3.2,0,8,1
CUST-11120,Orion Digital,2022-07-03,Enterprise,Multi-Year,948.76,48,10,231,-0.143,72.5,4,52.7,0,10,0
CUST-11121,Strata Labs,2026-01-30,Enterprise,Annual,798.04,5,50,2056,-0.032,69.9,3,2.4,0,7,0
CUST-11122,Quantum Tech,2025-10-31,Enterprise,Annual,1110.44,8,40,756,-0.055,53.0,2,5.4,0,4,0
CUST-11123,Pulse Stack,2026-03-02,Pro,Monthly,192.88,4,10,167,0.122,53.9,2,16.0,0,9,0
CUST-11124,Titan Solutions,2026-01-30,Pro,Annual,199.94,5,10,203,0.5,36.3,1,19.4,0,6,0
CUST-11125,Aero Analytics,2024-12-01,Pro,Annual,246.99,19,5,139,-0.352,91.6,5,13.2,0,3,0
CUST-11126,Nexus Analytics,2025-08-01,Basic,Monthly,48.85,11,1,35,-0.091,88.4,2,6.2,0,4,0
CUST-11127,Quantum Digital,2025-04-01,Basic,Monthly,51.13,15,2,61,-0.001,64.1,3,10.1,0,7,0
CUST-11128,Strata Solutions,2022-07-03,Basic,Annual,40.33,48,3,84,0.017,71.1,2,11.5,1,9,0
CUST-11129,Titan Cloud,2025-12-31,Basic,Monthly,47.39,6,3,92,-0.314,64.7,2,9.9,0,3,0
CUST-11130,Vertex Analytics,2024-10-01,Pro,Monthly,217.19,21,19,775,0.113,60.4,4,7.9,0,8,0
CUST-11131,Quantum Global,2026-03-02,Basic,Annual,37.57,4,1,14,-0.192,53.3,0,2.5,0,9,0
CUST-11132,Titan AI,2025-08-01,Basic,Monthly,50.48,11,3,64,0.09,94.5,4,19.3,0,7,0
CUST-11133,Vanguard Digital,2024-10-31,Basic,Monthly,49.74,20,4,5,-0.093,41.2,7,13.4,0,10,0
CUST-11134,Sync HQ,2022-07-03,Pro,Monthly,200.23,48,9,379,0.332,83.4,4,95.6,0,10,0
CUST-11135,Hyper Labs,2025-05-02,Basic,Monthly,56.62,14,3,63,-0.324,46.4,5,27.0,0,8,0
CUST-11136,Cloud Cloud,2026-04-01,Enterprise,Annual,1049.12,3,38,1130,0.253,81.0,4,11.5,0,8,0
CUST-11137,Nova AI,2025-05-02,Basic,Monthly,59.86,14,5,109,-0.233,97.6,2,7.6,0,6,0
CUST-11138,Flux Tech,2026-01-30,Basic,Monthly,41.7,5,2,56,0.483,50.9,9,13.6,0,7,0
CUST-11139,Sync Stack,2025-10-31,Pro,Annual,203.06,8,13,90,-0.271,76.0,2,4.1,0,4,0
CUST-11140,Sync Flow,2024-06-01,Pro,Annual,201.52,25,9,56,0.09,44.9,2,12.5,0,8,0
CUST-11141,Strata HQ,2026-04-01,Basic,Monthly,41.14,3,3,77,0.147,62.4,2,40.0,2,5,0
CUST-11142,Orion Networks,2025-01-31,Pro,Monthly,227.55,17,7,36,-0.444,68.5,3,5.4,0,10,0
CUST-11143,Aura HQ,2024-06-01,Pro,Monthly,268.39,25,14,547,0.155,58.6,2,7.8,2,4,0
CUST-11144,Hyper Systems,2025-04-01,Basic,Monthly,48.88,15,3,53,0.273,51.0,0,4.8,0,8,0
CUST-11145,Vertex Cloud,2026-05-02,Enterprise,Annual,1074.68,2,32,911,0.167,82.4,1,14.8,0,6,0
CUST-11146,Cloud Software,2022-07-03,Pro,Annual,201.52,48,11,191,-0.4,57.6,2,1.9,0,2,0
CUST-11147,Strata Tech,2025-06-01,Pro,Annual,177.7,13,14,413,0.116,39.6,4,22.2,0,6,0
CUST-11148,Vanguard Digital,2023-05-03,Enterprise,Multi-Year,726.16,38,70,1620,-0.281,64.3,1,12.4,0,4,0
CUST-11149,Titan Flow,2025-08-01,Enterprise,Annual,893.24,11,53,1692,0.127,67.5,4,1.2,0,4,0
CUST-11150,Vertex Global,2025-01-31,Pro,Monthly,157.45,17,19,429,-0.05,90.3,1,3.8,1,6,0
CUST-11151,Flux Networks,2025-05-02,Pro,Monthly,249.87,14,8,246,-0.188,63.4,3,3.2,0,6,0
CUST-11152,Omni Dynamics,2025-07-02,Pro,Annual,195.56,12,8,225,0.004,38.7,2,25.1,0,3,0
CUST-11153,Cloud Flow,2026-05-02,Pro,Monthly,188.67,2,15,464,-0.259,73.2,1,42.7,1,10,0
CUST-11154,Cloud Stack,2025-07-02,Pro,Monthly,225.54,12,15,379,0.064,39.9,2,29.2,0,3,0
CUST-11155,Titan Global,2022-07-03,Pro,Monthly,165.52,48,18,451,-0.108,42.5,5,42.2,0,9,0
CUST-11156,Pulse Tech,2024-01-01,Basic,Monthly,43.36,30,5,238,0.266,65.7,5,12.9,0,5,0
CUST-11157,Data Stack,2026-01-30,Enterprise,Annual,1009.2,5,34,490,-0.346,80.7,4,9.9,1,7,0
CUST-11158,Quantum HQ,2024-08-01,Enterprise,Multi-Year,1153.16,23,52,1905,0.015,51.3,3,5.3,0,5,0
CUST-11159,Aura Labs,2022-07-03,Basic,Annual,52.69,48,2,70,0.385,99.5,4,2.8,0,9,0
CUST-11160,Titan Global,2023-12-02,Pro,Monthly,206.41,31,18,419,-0.368,55.5,2,7.1,3,6,0
CUST-11161,Zentis Solutions,2026-01-30,Basic,Monthly,49.57,5,1,29,0.275,58.9,6,31.2,0,9,0
CUST-11162,Strata Stack,2022-07-03,Basic,Monthly,51.94,48,2,33,-0.176,60.9,2,1.5,1,3,1
CUST-11163,Flux Systems,2025-08-31,Pro,Monthly,205.02,10,13,370,0.223,35.3,3,47.3,0,3,0
CUST-11164,Orion Software,2025-03-02,Basic,Monthly,41.43,16,3,67,-0.421,72.4,1,67.4,0,2,0
CUST-11165,Vertex Tech,2024-10-31,Pro,Monthly,200.38,20,15,258,-0.119,88.3,2,17.5,0,10,0
CUST-11166,Omni AI,2022-07-03,Pro,Monthly,166.95,48,12,214,0.235,65.9,4,1.1,0,5,0
CUST-11167,Aura Global,2022-07-03,Pro,Annual,201.42,48,12,292,0.173,49.4,2,58.1,0,3,0
CUST-11168,Cyber Stack,2022-07-03,Basic,Annual,45.47,48,2,51,-0.425,67.5,0,9.0,0,5,0
CUST-11169,Cyber Dynamics,2026-05-02,Basic,Monthly,67.66,2,4,77,-0.436,62.9,1,4.8,1,6,0
CUST-11170,Zentis Tech,2022-07-03,Pro,Monthly,197.81,48,15,440,0.084,34.0,2,22.2,0,6,1
CUST-11171,Quantum Solutions,2026-04-01,Enterprise,Annual,788.57,3,39,772,0.12,51.8,1,4.8,0,6,0
CUST-11172,Vertex Cloud,2025-10-01,Pro,Monthly,194.99,9,13,353,-0.117,35.9,3,56.2,0,6,1
CUST-11173,Strata Digital,2024-12-01,Basic,Annual,52.82,19,4,105,0.137,75.8,3,14.4,3,10,0
CUST-11174,Nova Solutions,2024-12-31,Pro,Annual,248.95,18,16,340,-0.188,71.5,2,1.0,0,10,0
CUST-11175,Quantum Software,2024-07-02,Pro,Annual,181.4,24,14,228,0.127,71.5,2,35.6,0,5,0
CUST-11176,Flux Digital,2025-01-31,Pro,Annual,151.76,17,11,148,-0.172,5.6,3,12.0,0,3,1
CUST-11177,Zentis Systems,2022-07-03,Basic,Annual,55.0,48,3,64,-0.021,100.0,4,52.9,0,9,0
CUST-11178,Quantum AI,2025-10-31,Pro,Annual,157.79,8,6,114,0.066,58.1,1,55.3,2,7,0
CUST-11179,Nova Software,2025-10-01,Pro,Monthly,185.98,9,12,174,0.1,22.6,3,19.5,0,7,0
CUST-11180,Nexus Dynamics,2022-07-03,Enterprise,Annual,960.4,48,32,646,0.271,99.5,2,14.8,3,8,0
CUST-11181,Hyper Global,2026-04-01,Basic,Monthly,48.49,3,3,152,0.123,74.5,3,4.2,1,4,0
CUST-11182,Quantum Networks,2024-06-01,Pro,Monthly,219.57,25,8,134,-0.022,72.3,1,7.0,0,4,0
CUST-11183,Cloud Systems,2024-01-01,Enterprise,Multi-Year,896.56,30,58,1195,-0.023,100.0,3,22.4,0,1,0
CUST-11184,Vanguard Software,2024-12-01,Basic,Monthly,46.99,19,1,20,0.171,72.2,1,2.1,0,9,0
CUST-11185,Pulse Solutions,2023-12-02,Enterprise,Multi-Year,996.86,31,71,1745,0.5,64.3,5,2.5,0,10,0
CUST-11186,Nova Software,2025-12-31,Pro,Monthly,203.47,6,15,460,-0.425,100.0,4,5.8,0,3,0
CUST-11187,Omni Dynamics,2022-07-03,Basic,Annual,49.72,48,4,72,-0.235,74.0,5,11.3,0,5,0
CUST-11188,Vertex Networks,2026-01-30,Basic,Monthly,52.2,5,6,203,0.135,45.5,1,19.7,1,8,1
CUST-11189,Data Digital,2025-05-02,Pro,Annual,224.19,14,11,333,0.005,61.0,1,68.0,0,4,0
CUST-11190,Flux Networks,2026-04-01,Basic,Monthly,51.89,3,1,22,-0.409,71.0,5,28.7,0,6,1
CUST-11191,Quantum Digital,2024-10-01,Pro,Annual,212.54,21,8,169,-0.388,77.3,4,25.6,0,2,0
CUST-11192,Omni Analytics,2024-02-01,Basic,Monthly,37.37,29,2,55,-0.331,48.3,3,3.8,0,5,1
CUST-11193,Flux Tech,2022-07-03,Pro,Monthly,200.5,48,14,376,-0.143,60.4,0,5.4,2,8,0
CUST-11194,Nova Digital,2023-09-02,Basic,Monthly,52.52,34,2,44,0.065,69.7,3,6.5,1,6,0
CUST-11195,Cloud Analytics,2024-10-01,Enterprise,Multi-Year,1108.23,21,13,413,0.119,85.3,3,1.5,0,10,0
CUST-11196,Zentis Systems,2022-07-03,Enterprise,Annual,895.25,48,57,276,0.428,57.5,4,8.2,1,3,0
CUST-11197,Cloud Digital,2025-01-31,Enterprise,Annual,900.24,17,32,560,-0.057,18.3,4,32.0,0,7,0
CUST-11198,Orion Flow,2024-09-01,Pro,Monthly,181.86,22,9,149,-0.384,48.4,0,4.2,1,1,1
CUST-11199,Orion Solutions,2024-07-02,Basic,Annual,52.94,24,3,107,0.105,49.0,1,9.7,0,1,0
CUST-11200,Zentis Labs,2025-05-02,Pro,Annual,229.86,14,19,289,-0.59,97.3,0,21.3,1,5,1
CUST-11201,Apex Tech,2022-09-02,Basic,Monthly,46.01,46,2,22,-0.015,58.0,3,3.0,0,5,0
CUST-11202,Nexus Digital,2025-12-01,Basic,Monthly,55.67,7,3,93,-0.172,50.5,4,43.1,0,4,1
CUST-11203,Zentis Networks,2024-10-01,Basic,Monthly,49.91,21,1,18,0.066,52.3,3,26.9,1,6,1
CUST-11204,Data Stack,2023-10-02,Basic,Monthly,48.09,33,4,79,-0.343,58.2,5,45.0,0,3,1
CUST-11205,Zentis AI,2022-07-03,Pro,Monthly,192.69,48,12,388,-0.398,100.0,5,10.6,0,4,0
CUST-11206,Orion Digital,2022-07-03,Pro,Annual,221.29,48,4,68,-0.281,68.4,3,27.3,0,8,0
CUST-11207,Apex Cloud,2024-12-01,Basic,Monthly,51.39,19,1,27,-0.285,73.2,0,7.6,0,6,0
CUST-11208,Flux Networks,2024-04-02,Basic,Monthly,65.73,27,3,95,-0.386,62.3,3,1.4,0,4,0
CUST-11209,Omni Cloud,2025-05-02,Enterprise,Annual,871.29,14,59,922,0.002,66.8,1,2.5,0,4,0
CUST-11210,Pulse Stack,2025-01-31,Basic,Monthly,52.81,17,3,40,-0.175,54.4,6,42.1,0,4,1
CUST-11211,Aero Networks,2022-07-03,Basic,Monthly,45.11,48,1,17,-0.045,56.6,2,25.9,0,7,1
CUST-11212,Strata Tech,2022-07-03,Basic,Monthly,42.61,48,2,56,0.062,94.2,1,20.4,0,10,0
CUST-11213,Nexus Systems,2022-07-03,Pro,Annual,198.68,48,12,205,-0.403,87.6,8,1.0,0,4,0
CUST-11214,Strata AI,2026-01-30,Pro,Annual,203.1,5,14,476,0.126,41.6,4,52.2,0,4,0
CUST-11215,Aura Cloud,2022-07-03,Basic,Monthly,70.45,48,1,29,-0.034,46.6,4,30.6,0,3,0
CUST-11216,Data Solutions,2022-07-03,Basic,Monthly,47.65,48,3,63,-0.04,60.8,0,15.8,0,7,0
CUST-11217,Orion Systems,2025-07-02,Pro,Monthly,165.26,12,7,210,-0.309,26.8,1,43.7,0,6,0
CUST-11218,Vanguard Dynamics,2024-12-01,Pro,Monthly,207.15,19,8,151,0.236,69.7,2,3.6,0,6,0
CUST-11219,Vanguard Flow,2023-05-03,Basic,Monthly,33.75,38,2,42,-0.509,60.0,1,21.9,1,5,1
CUST-11220,Titan AI,2024-09-01,Enterprise,Multi-Year,985.22,22,33,687,-0.045,51.3,4,30.8,0,4,0
CUST-11221,Quantum Stack,2022-07-03,Basic,Monthly,49.12,48,3,46,0.138,32.9,1,4.0,0,7,1
CUST-11222,Titan Global,2025-03-02,Basic,Monthly,54.84,16,3,47,-0.362,52.1,1,27.5,0,9,1
CUST-11223,Flux Tech,2023-11-02,Enterprise,Annual,1144.9,32,39,865,-0.452,100.0,4,73.6,0,10,0
CUST-11224,Vanguard HQ,2023-03-03,Basic,Monthly,45.3,40,4,90,-0.642,74.4,1,28.5,0,8,0
CUST-11225,Strata Tech,2024-12-31,Pro,Annual,194.5,18,12,374,-0.217,90.2,4,10.1,1,7,0
CUST-11226,Sync Cloud,2022-07-03,Basic,Monthly,43.37,48,2,56,-0.052,68.4,2,8.5,0,7,0
CUST-11227,Pulse Systems,2024-10-01,Basic,Annual,40.71,21,2,55,-0.104,36.6,3,59.5,0,7,0
CUST-11228,Hyper Labs,2025-05-02,Enterprise,Annual,1045.44,14,47,1867,-0.414,38.9,4,3.7,0,6,0
CUST-11229,Omni AI,2026-03-02,Basic,Monthly,39.64,4,2,74,-0.163,64.4,5,17.3,2,9,0
CUST-11230,Orion AI,2025-05-02,Enterprise,Annual,936.87,14,66,2281,-0.174,65.5,3,20.2,0,3,0
CUST-11231,Pulse Dynamics,2023-09-02,Basic,Monthly,41.69,34,3,115,0.32,19.6,2,6.3,1,3,1
CUST-11232,Cloud Dynamics,2022-07-03,Basic,Monthly,53.04,48,1,31,-0.454,69.8,0,9.8,2,8,0
CUST-11233,Vanguard Software,2025-10-01,Basic,Monthly,62.24,9,3,62,-0.6,93.0,4,15.4,1,5,1
CUST-11234,Zentis Flow,2025-07-02,Pro,Annual,160.15,12,8,157,-0.219,93.0,3,28.8,0,3,0
CUST-11235,Vanguard HQ,2025-12-31,Basic,Monthly,35.38,6,4,91,0.022,48.4,2,25.2,0,10,0
CUST-11236,Cloud Cloud,2024-01-01,Enterprise,Multi-Year,980.29,30,55,1172,-0.063,47.3,3,5.2,0,5,0
CUST-11237,Nova Cloud,2022-07-03,Basic,Monthly,49.12,48,3,100,-0.168,32.6,3,12.1,0,6,0
CUST-11238,Aura Software,2024-04-02,Enterprise,Multi-Year,1031.77,27,100,2513,-0.055,26.1,5,3.8,0,0,0
CUST-11239,Omni Cloud,2024-06-01,Basic,Monthly,45.72,25,2,39,-0.434,78.2,4,13.3,0,2,0
CUST-11240,Apex Tech,2024-10-01,Enterprise,Annual,968.93,21,59,1692,0.07,73.6,3,13.7,1,5,0
CUST-11241,Aero Global,2026-03-02,Pro,Annual,209.97,4,7,189,0.363,51.4,2,10.7,0,8,0
CUST-11242,Strata HQ,2023-09-02,Pro,Monthly,230.06,34,12,275,-0.027,59.0,3,37.6,1,5,0
CUST-11243,Data Analytics,2024-07-02,Pro,Annual,140.64,24,12,385,-0.094,75.1,1,75.7,2,7,0
CUST-11244,Titan Labs,2024-03-02,Pro,Annual,187.99,28,18,467,-0.356,53.0,2,22.8,1,10,0
CUST-11245,Nexus Networks,2022-07-03,Pro,Monthly,205.38,48,14,407,0.477,38.7,7,27.8,0,3,0
CUST-11246,Aura Analytics,2023-04-03,Basic,Monthly,42.25,39,1,31,-0.296,96.7,3,27.8,0,10,0
CUST-11247,Aura Networks,2023-04-03,Basic,Monthly,61.72,39,3,61,0.08,87.6,2,5.8,2,7,0
CUST-11248,Flux Labs,2022-07-03,Enterprise,Multi-Year,903.78,48,9,136,0.178,98.1,2,36.8,0,6,0
CUST-11249,Hyper AI,2022-07-03,Pro,Annual,197.77,48,6,136,0.034,81.7,1,58.6,0,10,0
CUST-11250,Quantum Software,2024-08-01,Pro,Monthly,215.6,23,10,164,-0.276,44.7,2,24.8,2,5,1
CUST-11251,Sync Flow,2026-03-02,Basic,Monthly,44.65,4,1,14,-0.274,59.1,5,2.6,3,3,0
CUST-11252,Titan Stack,2025-01-31,Basic,Monthly,35.43,17,1,20,-0.739,65.2,2,11.3,0,4,1
CUST-11253,Aero Solutions,2023-04-03,Basic,Monthly,45.85,39,3,88,-0.337,40.3,2,21.4,0,5,0
CUST-11254,Nexus AI,2026-05-02,Pro,Monthly,229.73,2,11,414,0.327,54.9,1,24.0,0,4,0
CUST-11255,Nexus Analytics,2026-04-01,Basic,Monthly,46.52,3,4,118,-0.165,99.8,1,1.0,0,2,0
CUST-11256,Flux HQ,2026-04-01,Basic,Monthly,42.78,3,4,107,-0.564,87.3,2,11.9,1,7,0
CUST-11257,Titan Global,2023-09-02,Basic,Monthly,55.8,34,1,24,-0.548,61.3,5,6.0,0,1,0
CUST-11258,Omni Tech,2024-12-01,Basic,Annual,46.57,19,2,79,-0.331,50.3,3,37.2,0,5,0
CUST-11259,Aero Global,2025-06-01,Pro,Annual,183.77,13,8,74,-0.389,40.6,1,12.8,3,5,1
CUST-11260,Strata Stack,2026-03-02,Basic,Monthly,50.1,4,1,34,-0.389,99.7,4,5.3,0,3,0
CUST-11261,Flux Networks,2023-09-02,Pro,Annual,222.01,34,10,274,0.091,51.0,4,27.1,0,10,0
CUST-11262,Orion Digital,2025-08-01,Basic,Monthly,66.51,11,1,26,-0.018,100.0,2,4.4,0,4,0
CUST-11263,Orion Tech,2025-10-01,Basic,Monthly,55.08,9,1,17,-0.269,77.1,3,7.6,0,8,0
CUST-11264,Quantum Tech,2024-04-02,Basic,Monthly,57.52,27,4,39,-0.137,70.7,3,21.7,1,4,0
CUST-11265,Aero Solutions,2024-09-01,Basic,Monthly,45.28,22,2,60,-0.394,56.0,2,9.0,0,9,0
CUST-11266,Vanguard Global,2025-06-01,Basic,Annual,41.46,13,3,40,-0.22,38.1,4,8.8,0,6,0
CUST-11267,Titan Stack,2024-04-02,Basic,Monthly,49.46,27,3,64,-0.145,58.2,2,1.6,1,7,0
CUST-11268,Quantum HQ,2025-10-01,Pro,Annual,202.2,9,14,38,-0.05,9.3,3,1.5,0,8,0
CUST-11269,Orion Global,2023-03-03,Basic,Monthly,41.07,40,4,122,0.042,43.4,3,8.3,0,8,0
CUST-11270,Aero Global,2025-10-31,Pro,Monthly,193.77,8,7,158,-0.34,79.1,2,2.3,0,7,0
CUST-11271,Nexus Labs,2025-12-31,Enterprise,Annual,1058.84,6,50,535,-0.144,63.4,2,9.7,0,7,0
CUST-11272,Nexus Systems,2023-04-03,Pro,Monthly,209.76,39,14,334,0.234,58.4,0,67.3,0,2,0
CUST-11273,Vanguard Stack,2023-11-02,Basic,Monthly,52.71,32,2,22,-0.198,40.2,4,9.3,0,7,0
CUST-11274,Aura Global,2025-12-31,Basic,Monthly,51.14,6,4,117,-0.041,43.7,2,27.7,0,8,0
CUST-11275,Strata Systems,2026-01-30,Basic,Monthly,45.27,5,6,88,0.162,72.1,3,8.9,0,5,0
CUST-11276,Orion Software,2022-09-02,Basic,Monthly,45.22,46,4,127,-0.018,43.5,5,42.5,1,5,0
CUST-11277,Nova Systems,2023-05-03,Enterprise,Annual,819.34,38,45,1419,-0.098,63.8,3,5.8,0,2,0
CUST-11278,Vanguard Software,2025-08-01,Basic,Monthly,62.12,11,3,107,-0.259,26.0,3,4.0,0,4,1
CUST-11279,Orion Solutions,2024-03-02,Basic,Monthly,49.1,28,4,156,-0.36,43.8,3,19.1,0,5,1
CUST-11280,Cloud AI,2026-01-30,Pro,Monthly,192.29,5,15,251,-0.228,37.1,3,1.0,1,5,0
CUST-11281,Orion Flow,2024-12-01,Pro,Monthly,171.28,19,5,93,0.137,40.7,2,10.1,1,7,0
CUST-11282,Omni Analytics,2026-05-02,Pro,Annual,286.63,2,9,326,-0.18,46.4,6,21.6,0,6,0
CUST-11283,Vanguard Global,2025-05-02,Basic,Monthly,41.11,14,2,77,-0.431,73.1,2,16.2,1,8,0
CUST-11284,Nova Global,2026-04-01,Basic,Monthly,45.85,3,2,45,-0.142,78.6,1,8.3,0,5,0
CUST-11285,Aura Flow,2025-01-31,Pro,Annual,211.41,17,9,239,0.199,29.8,3,32.9,0,4,0
CUST-11286,Zentis Networks,2025-04-01,Basic,Annual,53.41,15,2,36,-0.409,51.3,2,2.3,0,3,0
CUST-11287,Aura Dynamics,2025-03-02,Basic,Annual,56.04,16,1,33,0.21,72.7,2,15.7,0,8,0
CUST-11288,Apex Solutions,2026-04-01,Basic,Monthly,62.29,3,2,26,-0.057,82.0,2,6.0,0,9,0
CUST-11289,Vanguard Digital,2025-07-02,Basic,Monthly,52.72,12,3,88,-0.824,65.4,2,17.3,0,5,0
CUST-11290,Hyper AI,2023-07-03,Basic,Monthly,41.24,36,4,117,0.198,35.1,4,11.2,0,9,0
CUST-11291,Zentis Networks,2025-06-01,Basic,Monthly,47.11,13,4,102,-0.24,94.9,2,33.7,2,5,0
CUST-11292,Apex Analytics,2023-11-02,Pro,Annual,208.19,32,14,354,0.083,66.0,2,1.0,0,6,0
CUST-11293,Aura Networks,2025-06-01,Pro,Annual,260.74,13,11,136,-0.258,61.4,3,12.8,0,3,0
CUST-11294,Zentis Analytics,2025-04-01,Pro,Monthly,157.28,15,8,176,-0.281,83.2,1,54.6,2,8,0
CUST-11295,Pulse Flow,2024-09-01,Basic,Monthly,57.84,22,1,11,-0.081,100.0,5,73.9,0,2,1
CUST-11296,Nexus Analytics,2022-07-03,Basic,Monthly,50.32,48,1,25,0.408,33.7,5,3.8,1,6,0
CUST-11297,Aura Systems,2026-03-02,Basic,Monthly,55.16,4,3,89,-0.508,88.4,4,7.9,0,3,0
CUST-11298,Nova Digital,2026-05-02,Pro,Annual,195.96,2,11,263,-0.07,70.9,4,77.6,0,8,0
CUST-11299,Orion Stack,2024-07-02,Pro,Annual,173.85,24,10,258,0.366,59.3,3,10.7,2,9,0
CUST-11300,Aero Systems,2022-07-03,Basic,Annual,54.52,48,2,43,-0.31,55.5,5,2.0,1,4,0
CUST-11301,Pulse Labs,2022-07-03,Enterprise,Annual,1097.07,48,51,1569,-0.313,100.0,5,24.6,0,10,0
CUST-11302,Zentis Flow,2024-12-31,Basic,Monthly,56.14,18,3,65,0.5,78.3,3,11.1,2,7,0
CUST-11303,Hyper HQ,2025-01-31,Pro,Monthly,198.6,17,8,84,-0.05,63.1,3,46.6,0,8,0
CUST-11304,Apex Cloud,2024-04-02,Pro,Monthly,181.1,27,9,184,-0.167,46.4,2,7.0,0,8,0
CUST-11305,Vanguard AI,2024-10-01,Enterprise,Multi-Year,765.42,21,57,1508,0.5,87.1,2,12.7,0,5,0
CUST-11306,Quantum AI,2024-05-02,Pro,Annual,223.46,26,15,390,-0.417,100.0,5,10.0,0,6,0
CUST-11307,Data AI,2022-07-03,Pro,Annual,211.65,48,6,126,0.176,76.0,2,58.2,1,9,0
CUST-11308,Nova Stack,2023-08-02,Basic,Monthly,41.9,35,2,52,-0.405,35.0,2,1.2,1,7,0
CUST-11309,Orion Software,2024-12-31,Pro,Monthly,182.92,18,13,348,0.255,59.8,3,19.1,0,9,0
CUST-11310,Aura Dynamics,2025-01-31,Basic,Monthly,45.57,17,3,74,-0.212,48.9,0,3.1,0,6,1
CUST-11311,Nexus Flow,2024-05-02,Enterprise,Annual,776.77,26,71,1655,0.375,38.6,3,5.5,1,7,0
CUST-11312,Quantum Global,2025-03-02,Pro,Annual,174.59,16,14,496,-0.264,48.5,0,1.0,0,7,0
CUST-11313,Data Global,2025-03-02,Pro,Monthly,165.16,16,8,141,-0.649,97.8,4,1.0,1,9,0
CUST-11314,Vanguard Digital,2026-05-02,Basic,Monthly,45.97,2,3,65,0.049,52.1,1,79.6,0,9,0
CUST-11315,Aura Global,2025-12-31,Pro,Annual,176.95,6,6,175,0.021,10.1,5,16.6,0,8,1
CUST-11316,Aero Solutions,2024-12-31,Pro,Monthly,150.43,18,12,393,0.37,100.0,3,50.0,0,6,0
CUST-11317,Cloud Cloud,2022-11-02,Pro,Annual,259.37,44,13,124,0.211,88.7,4,2.1,0,5,0
CUST-11318,Flux Solutions,2025-08-31,Basic,Monthly,58.21,10,2,24,-0.234,84.7,0,14.5,3,7,0
CUST-11319,Flux Solutions,2024-10-31,Basic,Monthly,43.27,20,2,48,0.422,71.5,4,1.2,0,7,0
CUST-11320,Sync Analytics,2025-07-02,Basic,Monthly,51.0,12,1,15,-0.288,84.5,2,4.1,0,3,0
CUST-11321,Aura HQ,2026-03-02,Basic,Annual,52.07,4,1,21,-0.307,51.6,2,46.6,0,10,0
CUST-11322,Pulse Networks,2022-07-03,Enterprise,Annual,1177.48,48,57,1214,0.2,77.9,4,35.9,0,4,0
CUST-11323,Flux Networks,2022-07-03,Basic,Monthly,42.98,48,3,46,-0.049,24.7,3,49.2,0,7,1
CUST-11324,Pulse Networks,2026-03-02,Enterprise,Annual,1162.65,4,45,1519,0.03,79.3,4,4.0,1,3,0
CUST-11325,Omni Flow,2023-10-02,Basic,Monthly,44.97,33,1,33,0.406,62.0,6,19.3,0,7,0
CUST-11326,Data Flow,2025-07-02,Basic,Monthly,39.18,12,1,18,-0.217,80.0,2,23.8,0,7,0
